Company Name,Phone,Address,Years in Business,Owner,Website,Search Term,City,Timestamp
"Kip's Clean Cut LLC","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Lawn Pro of Boise LLC","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"TLC Landscape","(208) 859-9955","Boise, ID 83714","25","Mr. Todd Waggoner, Owner","https://www.tlcscape.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Westover Landscape","(208) 921-3368","Boise, ID 83704-6900","10","Mr. Christian Westover, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Green Lawn Care and Landscape, Inc","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Rick's Landscape","(208) 283-4249","Boise, ID 83703","18","","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Impressive Trimming and Firewood LLC","(208) 761-8067","Caldwell, ID 83606-1357","14","Mr. Roger C Gordon, Managing Member","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Kip's Clean Cut LLC","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Clean Cut Lawn Care","(208) 571-5032","Nampa, ID 83651","11","Mr. Isaac Chavez, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Sinclair Brothers LLC","(541) 426-7042","Enterprise, OR 97828-0513","14","Mr. Eric Sinclair, Member","https://wallowacountytrees.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Kodiak Landscape LLC","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Kelly Landscaping Inc.","(208) 919-3364","","19","Mr. Greg Kelly, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Purvis Nursery & Orchard","(208) 407-6781","Homedale, ID 83628-3517","14","Mr. Bob Purvis, Owner","https://purvisnurseryandorchard.weebly.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"C and S Concrete","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Miranda Landscape","(208) 899-5519","Nampa, ID 83687-3489","15","Mr. Alfonso Miranda, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Madrigal's Lawnmowing and Landscaping","(208) 919-3728","","18","Mrs. Vanesa Madrigal, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Legends Landscaping","(208) 965-6560","Nampa, ID 83687-8667","15","Mr. Tom Barney, Owner","https://www.legendslandscapingboise.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Gem State Outdoor and Landscape Lighting, LLC","(208) 899-8318","Nampa, ID 83686-5738","11","Mr. Charles Ward, Owner","https://gemstatetrimlight.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Lara Landscape","(208) 461-7308","Nampa, ID 83651","20","","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Summit Landscaping","(208) 440-8418","","10","Mr. Salvador Torres, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Eloy's Landscaping & Sprinkler, Inc","(208) 466-1999","","15","Mr. Jorge U Chaparro, President/Owner","https://www.eloyslandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Mullen Landscaping","(208) 808-7171","Nampa, ID 83687","21","Mr. Travis Mullen, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Mullen Landscaping","(208) 808-7171","Nampa, ID 83687","21","Mr. Travis Mullen, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Edge It Landscape Curbing","(208) 907-2577","Nampa, ID 83687","10","Mr. Shawn Roberts, Owner","https://www.edgeitcurbing.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tom's Lawn Service","(208) 631-5423","Nampa, ID 83686-5210","19","Mr. Tom Craig, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Felipe's Lawn Care, LLC","(208) 954-6522","","10","Mr. Felipe Rodriguez, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Ray Gamel Landscape Care","(208) 466-5963","Nampa, ID 83651","38","Mr. Ray Gamel, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kenyon Landscape","(208) 989-7106","Nampa, ID 83687-8941","16","Mr. Joshua Kenyon, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Star Landscaping, LLC","(208) 250-2024","Nampa, ID 83651-8139","19","Mr. Jose Hernandez, Member","https://www.starlandscapingid.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Madrigal's Lawnmowing and Landscaping","(208) 919-3728","","18","Mrs. Vanesa Madrigal, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"E Landscape, LLC","(208) 573-9835","","10","Mr. Mireya Beltran, Member","https://www.e-landscapeidaho.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Chapin Landscaping Service LLC","(208) 794-5815","Nampa, ID 83686-9463","16","Mr. Manuel Ramos","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Traditional Sprinklers and Landscaping","(208) 954-6582","Nampa, ID 83687-9007","19","Mr. Ryan Recla, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"New Life Landscape, LLC","(208) 919-2751","Nampa, ID 83687","15","Mr. Carlos Torrez, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Baja Sprinkler and Landscape","(208) 250-9942","","17","Mr. Nicholas Lira, Owner","https://www.facebook.com/pages/category/Landscape-Company/Baja-Sprinklers-Landscaping-907842872599746/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Silver Landscaping, LLC","(208) 250-2301","","13","Mr. Juan Hernandez, Owner","https://www.silverlandscaping.services/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Treasure Tree & Landscape Care","(208) 800-4114","Nampa, ID 83687","10","Mr. Alan Gross, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"First Line Pest Defense /Grundstück Landscape","(208) 841-4107","Nampa, ID 83687-8907","16","Mr. Nathaniel Hood, owner","https://firstlinepest.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kinzer Farms","(208) 447-6622","Nampa, ID 83687-8487","13","Mr. Jon Kinzer, Owner","https://www.facebook.com/KinzerFarms/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Country Boys Landscape, LLC","(208) 573-9527","Nampa, ID 83651","18","Mr. Jeremiah Jenkins, Owner","https://www.countryboyslandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Edge It Landscape Curbing","(208) 907-2577","Nampa, ID 83687","10","Mr. Shawn Roberts, Owner","https://www.edgeitcurbing.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Whispering Heights Landscape, Inc.","(208) 941-8777","Nampa, ID 83686","27","Mr. Mark Blacker, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Majestic Landscape Company","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Trinity Lawn and Landscape","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Lasher Lawn Care and Landscape LLC","(208) 860-0818","Nampa, ID 83653-3720","14","Mr. Brandon Lasher, Managing Member","https://www.facebook.com/Lasherlawnco/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Trautman Lawn & Landscape Company","(208) 466-0690","Nampa, ID 83687-8148","37","Mrs. Jennifer D Trautman, Co- Owner","https://trautmanlawn.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Franz Witte Landscape Contracting, Inc.","(208) 853-0808","Nampa, ID 83687-9457","54","Ms. Seneca Hull, President","https://www.franzwitte.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Sterling Landscape Design & Construction LLC","(208) 461-5111","Nampa, ID 83687","21","Mr. Lavon Webb, Member","https://www.sterlinglandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Country Boys Landscape, LLC","(208) 573-9527","Nampa, ID 83651","18","Mr. Jeremiah Jenkins, Owner","https://www.countryboyslandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Green City Landscape, Inc.","(208) 344-2244","Nampa, ID 83687","30","Mr. Pat Hurley, Owner","https://www.greencitylandscapeinc.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Perfect Earth Landscaping and Design Inc","(208) 392-8882","Meridian, ID 83642-5351","17","Mr. Andrew Fuller, Owner","https://perfectearthlandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Elite Landscaping","(208) 353-3988","Meridian, ID 83642","17","Mr. Shawn Hernandez, Member","https://www.buildzoom.com/contractor/elite-landscaping-ada","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Crazy Creations Landscaping","(208) 941-7496","Caldwell, ID 83607","20","Mr. Casey Jones, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Titan Landscaping","(208) 994-9405","Middleton, ID 83644-5988","12","Mr. Ky Ransley, Member","https://www.landscapingidaho.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Sagehorn Landscaping","(208) 794-2770","Meridian, ID 83646","26","Mr. Mike Sagehorn, Owner","https://www.sagehornlandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Perfect Earth Landscaping and Design Inc","(208) 392-8882","Meridian, ID 83642-5351","17","Mr. Andrew Fuller, Owner","https://perfectearthlandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Abstract Landscaping","(208) 941-7041","Middleton, ID 83644-6022","18","Mr. Chris Gibson, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Jayco Landscaping LLC","(208) 830-0518","Meridian, ID 83642-6554","15","Mr. Justin Yearsley, Member","https://www.jaycolandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"BC Landscaping LLC","(208) 901-1037","Meridian, ID 83680-0671","12","Mr. Blake Watson Craig, Owner","https://www.facebook.com/bclandscapingtv","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Creative Landscaping & Tree Service LLC","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Maxey's Landscaping","(208) 869-6708","Melba, ID 83641","23","Mr. Jeff Maxey, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Beautiful View Lawn & Landscaping, LLC","(208) 884-0322","","19","Ms. Johnna Vejar, Member","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Professional Landscaping","(208) 871-7669","Boise, ID 83709","15","","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Sprinkler Specialties, Landscaping","(208) 841-7386","Eagle, ID 83616","38","Mr. Bill Hereford, Owner","https://www.sprinklerspecialties.org/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Raccoon Landscaping, LLC","(208) 484-0928","","11","Mr. Duane Coon, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Mr. Tosco Landscaping & Concrete LLC","(208) 409-3235","","10","Mr. Victor Gil, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Always Green Landscaping LLC","(208) 350-3370","Caldwell, ID 83606-0625","13","Mr. Hernan Chavez","https://always-green-landscapingllc.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"J R Concrete & Landscape","(208) 921-7162","Star, ID 83669","20","Mr. Jose Raul Briones Jr., Owner","https://jrconcreteandlandscape.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"LaCasse Landscaping, Inc.","(208) 887-9652","Meridian, ID 83680-1218","29","Mr. Brian Lacasse, President","https://www.lacasselandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Fischer Landscaping and Maintenance","(208) 562-8737","Boise, ID 83709","21","Mr. Fred Fischer, Owner","https://www.fischerlandscapinginc.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Fischer Landscaping and Maintenance","(208) 562-8737","Boise, ID 83709","21","Mr. Fred Fischer, Owner","https://www.fischerlandscapinginc.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Green Zebra Landscaping","(208) 941-2466","","22","Mr. Evan Huntman, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Sprinkler Specialties, Landscaping","(208) 841-7386","Eagle, ID 83616","38","Mr. Bill Hereford, Owner","https://www.sprinklerspecialties.org/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Palominos Landscaping, LLC","(208) 283-7690","Caldwell, ID 83607-7846","10","Mr. Simon Palominos, Managing Member","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"A To Z Sprinklers & Landscaping","(208) 658-8080","Boise, ID 83704-6711","38","Mr. Ken Cumpton, President","https://www.atozsprinklers.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kelly Landscaping Inc.","(208) 919-3364","","19","Mr. Greg Kelly, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Jon C. Irby Landscaping, LLC","(208) 887-1456","Meridian, ID 83646-5044","19","Mr. Jon Irby, Owner","https://www.joncirby.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Silver Landscaping, LLC","(208) 250-2301","","13","Mr. Juan Hernandez, Owner","https://www.silverlandscaping.services/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Affordable Rock & Landscaping","(208) 484-6460","Emmett, ID 83717","22","Mr. Andy Long, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Skye Landscaping, LLC.","(208) 871-3644","Boise, ID 83719","17","Mr. Ryan Niecko, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Metcalf Landscape Contractors","(208) 362-2411","Boise, ID 83709-3245","43","Mr. Tony Peck, Owner","https://www.metcalflandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tilden Construction and Landscaping, LLC","(208) 634-6625","Boise, ID 83709-8115","13","Mr. Alex Tilden, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"As You Wish Landscaping & Handyman","(208) 407-5998","Boise, ID 83705","13","Mr. Tyson McCoy, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Landscapes Unlimited","(208) 989-6744","Caldwell, ID 83607","15","Mr. Arturo Segura-Barragan, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Accent Landscaping, LLC","(208) 761-0744","Eagle, ID 83616-9110","23","Mr. Dave McNeal, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Accent Landscaping, LLC","(208) 761-0744","Eagle, ID 83616-9110","23","Mr. Dave McNeal, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kertesz Landscape, LLC","(208) 369-6121","","10","Mr. Benito Arredondo-Muniz, Owner","https://www.facebook.com/Kertesz-Landscape-LLC-1005848666134089/services?ref=page_internal","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Benny's Landscaping","(208) 452-4068","Fruitland, ID 83619","17","Mrs. Pam Seiders, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tilden Construction and Landscaping, LLC","(208) 634-6625","Boise, ID 83709-8115","13","Mr. Alex Tilden, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Abel's Landscape and Lawn Care","(208) 919-2863","Caldwell, ID 83607","11","Mr. Abel Cedillo, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Flutterby Gardens Landscaping, LLC","(208) 571-2170","Boise, ID 83714","20","Ms. Elisa Clark, Owner","https://www.goflutterby.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"ProVision Landscape","(208) 888-5497","","29","Mr. Eric Toney, CEO","https://www.pvlidaho.com/","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kodiak Landscape LLC","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
"Silverstar Landscape","(208) 286-0484","Star, ID 83669-4903","14","Mr. Ryan Snead, Owner","","landscaping","Nampa, ID","2025-04-05T20:30:02.234Z"
