Company Name,City,Search Term,Phone,Address,Years in Business,Owner,Website
"Green Guard Lawn & Tree Spray","Idaho Falls, ID","tree service","(208) 200-1989","Idaho Falls, ID 83401","31","Mr. Delbert Lloyd, Owner",""
"Home Depot","Idaho Falls, ID","tree service","(208) 542-2520","Idaho Falls, ID 83404","46","Manager, Manager","https://www.homedepot.com/"
"Eagle Rock Tree Movers","Idaho Falls, ID","tree service","(208) 681-8780","Idaho Falls, ID 83402","19","Mr. Richard Frances, Owner",""
"Senske Services","Idaho Falls, ID","tree service","(877) 944-4007","Idaho Falls, ID 83401-1204","78","Mr. Christopher Senske, President","https://senske.com/"
"Planet Spruce LLC","Idaho Falls, ID","tree service","(208) 360-5903","Idaho Falls, ID 83401-5509","15","Mr. Jay Bohney, Owner","https://planetspruce.com/"
"Fernridge Tree Service","Idaho Falls, ID","tree service","(208) 542-2710","","33","Mr. Edward Sprabeary, Owner","https://www.idahofallstreeservice.com/"
"Allred Tree Service Inc","Idaho Falls, ID","tree service","(307) 733-4390","Saint Anthony, ID 83445","10","",""
"Lone Pine Tree Service, Inc.","Idaho Falls, ID","tree service","(208) 356-6966","Rexburg, ID 83440","31","Mr. Jeromy Bowen, President",""
"Professional Tree Service","Idaho Falls, ID","tree service","(208) 237-9212","Pocatello, ID 83201","47","Mr. Rex Simons, Owner","https://professionaltreeserviceid.com/"
"Top Notch Tree Service","Idaho Falls, ID","tree service","(208) 233-8233","Pocatello, ID 83201-2520","25","Mr. Dirk Anderson, Member","https://www.topnotchtreeservice.net/"
"Jims Lawn & Tree","Idaho Falls, ID","tree service","(208) 523-8776","Iona, ID 83427","55","Mr. Glen Soliday, Owner",""
"Arbor Works Tree Service, LLC","Idaho Falls, ID","tree service","(307) 413-8375","","12","Mr. Corey Felton, Managing Member","https://www.jharborworks.com/"
"Arbor Tech Tree and Yard Specialists","Idaho Falls, ID","tree service","(208) 881-6989","Rigby, ID 83442","13","Ms. Karen Hancock, Owner",""
"Exodus Tree Service","Idaho Falls, ID","tree service","(801) 529-3160","Logan, UT 84321-4020","18","Mr. David James","https://exodustreecare.com/"
"Limb Walker Tree Services, LLC","Idaho Falls, ID","tree service","(208) 223-6782","Pocatello, ID 83201-5420","19","Mr. George Simmons, Owner",""
"Tom and Jerry's Tree Service","Idaho Falls, ID","tree service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells",""
"Darrell's Tree Service","Idaho Falls, ID","tree service","(801) 782-0982","Ogden, UT 84414-1546","21","Mr. Darrell Cottrell, Owner",""
"Miller's Tree Service, LLC","Idaho Falls, ID","tree service","(435) 713-4369","Smithfield, UT 84335-1717","25","Ms. Debbie Gotteridge, Owner","https://millerstreeserviceut.com/"
"Local Lawn & Tree Spraying Service","Idaho Falls, ID","tree service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner",""
"Sure Green Lawn & Tree","Idaho Falls, ID","tree service","(208) 787-9015","Victor, ID 83455","29","Mr. Val D Kunz, Owner",""
"Ernesto's Tree Service, Inc.","Idaho Falls, ID","tree service","(801) 525-2949","West Haven, UT 84401-9632","17","Mr. Ernesto Garcia, Manager",""
"All Around Tree Service, LLC","Idaho Falls, ID","tree service","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner",""
"Little C Tree Service & Snow Removal, Inc.","Idaho Falls, ID","tree service","(801) 392-3332","Ogden, UT 84401-0314","33","Mr. Troy Carlin, Owner","https://www.littlectreeservice.com/"
"All Wood's Tree Service, Inc.","Idaho Falls, ID","tree service","(801) 476-9181","Ogden, UT 84403-5055","24","Mr. Michael Wood, President",""
"Bozeman Arborcare Tree Service, LLC","Idaho Falls, ID","tree service","(406) 587-5819","","38","Mr. Curtis Flesch, Owner/Member","https://bozemanarborcare.com/"
"Professional Tree Care","Idaho Falls, ID","tree service","(307) 690-0039","","23","Mr. Todd Fitzgerald, Owner","https://www.protreecarejh.com/"
"Snake River Tree & Shrub","Idaho Falls, ID","tree service","(307) 733-0926","Wilson, WY 83014","18","Mr. Benjamin Read","https://www.snakerivertree.com/"
"The Healing Tree Services, LLC","Idaho Falls, ID","tree service","(801) 282-5277","Eden, UT 84310-1160","28","Miss Theresa Ellis","https://www.thehealingtreeservices.com/"
"Tree Trouble?","Idaho Falls, ID","tree service","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/"
"Far North Trees Inc","Idaho Falls, ID","tree service","(208) 624-4130","P O BOx 14","22","Mike A Siebert, Owner",""
"Bailey Tree Co.","Idaho Falls, ID","tree service","(801) 292-0748","Ogden, UT 84405-1533","31","Mr. Michael Bailey, Owner","https://www.baileytreeservice.com/"
"Logan Extermination Services, Inc.","Idaho Falls, ID","tree service","(435) 213-1139","Logan, UT 84321-8500","45","Mr. Mark Anderson, President/Owner","https://www.loganextermination.net/"
"The Growing Tree","Idaho Falls, ID","tree service","(801) 782-0670","Ogden, UT 84414-2142","20","Ms. Debbie Alvarez, Owner",""
"Tree Surgeons, LLC","Idaho Falls, ID","tree service","(801) 400-8911","Ogden, UT 84401","16","Mr. Mark P Hopkins, Owner","https://utahtrees.com/"
"Alpine Tree & Stump Removal","Idaho Falls, ID","tree service","(801) 726-3060","Ogden, UT 84405-3558","24","Mr. Donald Leo, Owner",""
"Tree Care Solutions, LLC","Idaho Falls, ID","tree service","(406) 219-7273","Apt 3","13","Mr. Luiz Vra Ferreira, CEO","https://www.treecaremt.com/"
"Senske Lawn & Tree Care Inc.","Idaho Falls, ID","tree service","(801) 621-6014","Ogden, UT 84404-5402","78","Mr. David Trumbla, Owner/Partner","https://senske.com/"
"Evergreen Sod, L.L.C.","Idaho Falls, ID","tree service","(801) 593-0110","Ogden, UT 84403-3806","28","Mr. LeRoy M Kapp, Owner",""
"E's Trees Inc","Idaho Falls, ID","tree service","(406) 579-4212","Bozeman, MT 59715-6678","20","Mr. Erik Diehl, Owner",""
"Green Bear Lawn Care, LLC","Idaho Falls, ID","tree service","(208) 680-6446","Blackfoot, ID 83221-0873","11","Mr. Doug Wixom, Owner","https://www.greenbearlawncare.com/"
"C and S Concrete","Idaho Falls, ID","tree service","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner",""
"Naturescape Designs","Idaho Falls, ID","tree service","(307) 690-7245","","44","Mr. Rolland Kuhr, Principal","https://naturescapedesigns-jh.com/"
"Rootbound Arborists","Idaho Falls, ID","tree service","(406) 551-5623","Bozeman, MT 59715","10","Ben Bain, Owner/Operator","https://www.rootboundarborists.com/"
"Sunrise Gardening","Idaho Falls, ID","tree service","(435) 770-2307","","32","Mr. Tracy Neuhold, Customer Contact","https://sunrise-gardening.com/"
"NeuScapes LLC","Idaho Falls, ID","tree service","(208) 944-9258","Jerome, ID 83338-2446","13","Mr. Jon Bryan Henry, Manager","https://www.neuscapesidaho.com/"
"Taz Moving Systems, LLC","Idaho Falls, ID","tree service","(406) 388-3618","Bozeman, MT 59715-4737","16","Ms. Mary Reeves, Owners",""
"Local Lawn & Tree Spraying Service","Twin Falls, ID","tree service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner",""
"All Around Tree Service, LLC","Twin Falls, ID","tree service","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner",""
"Jim's Tree Landscape Service","Twin Falls, ID","tree service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President",""
"Tom and Jerry's Tree Service","Twin Falls, ID","tree service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells",""
"MKM Tree Service","Twin Falls, ID","tree service","(208) 323-1056","","19","Mr. Michael Miller, Owner","https://www.facebook.com/pages/M-K-M-Tree-Service/156007637771431"
"Brown Tree Service LLC","Twin Falls, ID","tree service","(208) 860-0904","Boise, ID 83709-3743","18","Mr. James Brown, Member","https://www.stumpgrinderjim.com/home"
"DMP Expert Tree Service","Twin Falls, ID","tree service","(775) 778-3735","","43","Mr. Don M Purper, Managing Member","https://www.dmptreeservice.com/"
"Professional Tree Service","Twin Falls, ID","tree service","(208) 237-9212","Pocatello, ID 83201","47","Mr. Rex Simons, Owner","https://professionaltreeserviceid.com/"
"Timberline Tree Service","Twin Falls, ID","tree service","(208) 377-5663","","17","Ms. Pam Kirschner, Owner",""
"Conner Tree Service","Twin Falls, ID","tree service","(208) 412-6695","","14","Mr. Sean Conner, Managing Member",""
"Meridian Tree Service","Twin Falls, ID","tree service","(208) 887-0055","Meridian, ID 83680","48","Mr. Dennis Moore, Owner",""
"Independent Tree Service","Twin Falls, ID","tree service","(208) 859-3415","Boise, ID 83703","32","Mr. John Lancaster, Owner",""
"Sawtooth Landscape & Tree Service LLC","Twin Falls, ID","tree service","(208) 871-1507","","15","Mr. David Graham, Owner","https://sawtoothboise.com/"
"Holloway Tree Service","Twin Falls, ID","tree service","(208) 888-4242","Meridian, ID 83646","62","Mr. Harold Holloway, Owner",""
"Top Notch Tree Service","Twin Falls, ID","tree service","(208) 233-8233","Pocatello, ID 83201-2520","25","Mr. Dirk Anderson, Member","https://www.topnotchtreeservice.net/"
"Timmy's Tree Service","Twin Falls, ID","tree service","(208) 412-5647","","18","Mr. Tim Andra, Owner","https://www.timmystrees.com/"
"Fernridge Tree Service","Twin Falls, ID","tree service","(208) 542-2710","","33","Mr. Edward Sprabeary, Owner","https://www.idahofallstreeservice.com/"
"Climbing Sammy's Tree Service","Twin Falls, ID","tree service","(208) 409-8329","Kuna, ID 83634-1434","16","Mr. Samuel A Mortensen, Owner","https://www.climbingsammystreeservice.com/"
"Advanced Contracting Tree Service","Twin Falls, ID","tree service","(208) 602-8266","","19","Mr. Randy Ducker, Owner","https://advancedcontractingtreeservices.com/"
"Exodus Tree Service","Twin Falls, ID","tree service","(801) 529-3160","Logan, UT 84321-4020","18","Mr. David James","https://exodustreecare.com/"
"Tree Trouble?","Twin Falls, ID","tree service","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/"
"His Resources Tree Service","Twin Falls, ID","tree service","(208) 467-7671","","30","Mr. Skeeter Lowe, Owner",""
"Jose's Tree Service","Twin Falls, ID","tree service","(208) 520-9247","Idaho Falls, ID 83402-2039","18","Mr. Jose Alcaraz, Owner",""
"Integrity Tree Service LLC","Twin Falls, ID","tree service","(801) 608-1761","Nampa, ID 83651","10","Steve Erickson, Managing Member","https://www.integritytreespecialists.com/"
"Parker Tree Service Inc.","Twin Falls, ID","tree service","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/"
"Darrell's Tree Service","Twin Falls, ID","tree service","(801) 782-0982","Ogden, UT 84414-1546","21","Mr. Darrell Cottrell, Owner",""
"Terry's Tree Service, Inc.","Twin Falls, ID","tree service","(208) 362-3354","Boise, ID 83709-5544","16","Ms. Amy Wakagawa, Owner","https://www.terrystreeserviceinc.com/"
"Roberts & Sons Tree Service","Twin Falls, ID","tree service","(208) 529-5970","Idaho Falls, ID 83401-5699","32","Mr. Mike Roberts, Owner",""
"Creative Landscaping & Tree Service LLC","Twin Falls, ID","tree service","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/"
"Meyers Lawn Service","Twin Falls, ID","tree service","(208) 440-4160","","12","Mr. Parker Meyers, Owner","https://www.facebook.com/MeyersLawnService/"
"Ruby Rose Garden Landscape & Tree Service","Twin Falls, ID","tree service","(775) 934-5357","Elko, NV 89801","11","Mr. Salvador Uribe, Registered Agent","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Frubyroseglt%2F"
"Miller's Tree Service, LLC","Twin Falls, ID","tree service","(435) 713-4369","Smithfield, UT 84335-1717","25","Ms. Debbie Gotteridge, Owner","https://millerstreeserviceut.com/"
"Ernesto's Tree Service, Inc.","Twin Falls, ID","tree service","(801) 525-2949","West Haven, UT 84401-9632","17","Mr. Ernesto Garcia, Manager",""
"Little C Tree Service & Snow Removal, Inc.","Twin Falls, ID","tree service","(801) 392-3332","Ogden, UT 84401-0314","33","Mr. Troy Carlin, Owner","https://www.littlectreeservice.com/"
"All Wood's Tree Service, Inc.","Twin Falls, ID","tree service","(801) 476-9181","Ogden, UT 84403-5055","24","Mr. Michael Wood, President",""
"Page's Professional Tree Service, Inc.","Twin Falls, ID","tree service","(801) 773-3454","Roy, UT 84067-1125","29","Mr. Jan E Page, President","https://pagestrees.com/"
"Limb Walker Tree Services, LLC","Twin Falls, ID","tree service","(208) 223-6782","Pocatello, ID 83201-5420","19","Mr. George Simmons, Owner",""
"Affordable Tree Services of Idaho Falls","Twin Falls, ID","tree service","(208) 881-9212","","36","Mr. KC Catanese, Owner",""
"Chavco Tree & Landscape Services, Inc.","Twin Falls, ID","tree service","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/"
"AJ's Tree Preservation","Twin Falls, ID","tree service","(208) 336-6036","Boise, ID 83719-0507","26","Mr. Arturo Lopez, Owner",""
"G & G Landscaping Services, Inc","Twin Falls, ID","tree service","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/"
"The Healing Tree Services, LLC","Twin Falls, ID","tree service","(801) 282-5277","Eden, UT 84310-9501","28","Miss Theresa Ellis","https://www.thehealingtreeservices.com/"
"Little Tree","Twin Falls, ID","tree service","(208) 286-6875","","19","Ms. Jessica Southern, Owner",""
"Green Services","Twin Falls, ID","tree service","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/"
"The Tree Guy","Twin Falls, ID","tree service","(208) 573-1798","Meridian, ID 83642","17","Kimble / Julie Johnson, Owner",""
"Arborman Tree Care","Twin Falls, ID","tree service","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/"
"Bailey Tree Co.","Twin Falls, ID","tree service","(801) 292-0748","Ogden, UT 84405-1533","31","Mr. Michael Bailey, Owner","https://www.baileytreeservice.com/"
"Stockdale Tree Care","Twin Falls, ID","tree service","(208) 884-8733","Meridian, ID 83642","21","Mr. Rick Stockdale, Owner",""
"Tree Maintenance","Twin Falls, ID","tree service","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner",""
"A Tree Company LLC","Twin Falls, ID","tree service","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/"
"EPS Tree Care","Twin Falls, ID","tree service","(208) 870-1843","Meridian, ID 83646","18","Mr. Trent Nieffenegger, Owner",""
"Senske Services","Twin Falls, ID","tree service","(877) 944-4007","Boise, ID 83709-0537","78","Mr. Christopher Senske, President","https://senske.com/"
"Ada Tree and Shrub","Twin Falls, ID","tree service","(208) 362-2013","Boise, ID 83719","18","Ms. Monique Sorenson, Owner",""
"Idaho Tree Preservation, LLP","Twin Falls, ID","tree service","(208) 424-0037","Boise, ID 83706","22","Ms. Janet Davis, Owner","https://www.idahotreepreservation.com/"
"Eagle Tree & Shrub","Twin Falls, ID","tree service","(208) 939-0919","Eagle, ID 83616-9117","16","Ms. Amy Wakagawa, Owner","https://www.eagletreeandshrub.com/"
"Westcoast Tree Care Inc","Twin Falls, ID","tree service","(800) 767-8733","Boise, ID 83702-3924","26","Mr. James M Mosher, President","https://www.westcoast-tree.org/"
"Country Wide Tree Care","Twin Falls, ID","tree service","(208) 378-1868","Boise, ID 83703-4146","18","Mr. James Molinaro, Owner",""
"D&D Lawn Services","Twin Falls, ID","tree service","(208) 713-6875","Boise, ID 83706","16","Mr. Larry Gonzales, Owner",""
"LuckE13 Landscape Services Corporation","Twin Falls, ID","tree service","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/"
"Done-Rite Tree Company, Inc.","Twin Falls, ID","tree service","(208) 362-0246","Boise, ID 83719","29","Ms. Tina Butcher, Co-Owner","https://www.doneritetreeco.com/"
"Heartwood Tree Care LLC","Twin Falls, ID","tree service","(208) 965-6174","","11","Mr. Daniel Hess, Owner","https://www.heartwood-treecare.com/"
"Treasure Valley Premier Services LLC","Twin Falls, ID","tree service","(208) 484-6365","Boise, ID 83706-6721","21","Mr. James Feehan, Owner","https://treasurevalleyservices.com/"
"The Growing Tree","Twin Falls, ID","tree service","(801) 782-0670","Ogden, UT 84414-2142","20","Ms. Debbie Alvarez, Owner",""
"Tree Surgeons, LLC","Twin Falls, ID","tree service","(801) 400-8911","Ogden, UT 84401","16","Mr. Mark P Hopkins, Owner","https://utahtrees.com/"
"Eagle Rock Tree Movers","Twin Falls, ID","tree service","(208) 681-8780","Idaho Falls, ID 83402","19","Mr. Richard Frances, Owner",""
"C and S Concrete","Twin Falls, ID","tree service","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner",""
"Jims Lawn & Tree","Twin Falls, ID","tree service","(208) 523-8776","Iona, ID 83427","55","Mr. Glen Soliday, Owner",""
"Logan Extermination Services, Inc.","Twin Falls, ID","tree service","(435) 213-1139","Logan, UT 84321-8500","45","Mr. Mark Anderson, President/Owner","https://www.loganextermination.net/"
"Alpine Tree & Stump Removal","Twin Falls, ID","tree service","(801) 726-3060","Ogden, UT 84405-3558","24","Mr. Donald Leo, Owner",""
"Green Guard Lawn & Tree Spray","Twin Falls, ID","tree service","(208) 200-1989","Idaho Falls, ID 83401","31","Mr. Delbert Lloyd, Owner",""
"Senske Lawn & Tree Care Inc.","Twin Falls, ID","tree service","(801) 621-6014","Ogden, UT 84404-5402","78","Mr. David Trumbla, Owner/Partner","https://senske.com/"
"Arbor Tech Tree and Yard Specialists","Twin Falls, ID","tree service","(208) 881-6989","Rigby, ID 83442","13","Ms. Karen Hancock, Owner",""
"Mountain West Arbor Care","Twin Falls, ID","tree service","(800) 767-8733","Boise, ID 83702-3924","12","Mr. Jim Mosher, Owner","https://www.westcoast-tree.org/"
"Topping Trees LLC","Twin Falls, ID","tree service","(208) 412-3825","","13","Mr. James Topping, Owner",""
"Zing LLC","Twin Falls, ID","tree service","(208) 585-9400","Middleton, ID 83644-5543","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/"
"Home Depot","Twin Falls, ID","tree service","(208) 637-1008","Chubbuck, ID 83202-2742","46","Manager, Manager","https://www.homedepot.com/"
"Evergreen Sod, L.L.C.","Twin Falls, ID","tree service","(801) 593-0110","Ogden, UT 84403-3806","28","Mr. LeRoy M Kapp, Owner",""
"NeuScapes LLC","Twin Falls, ID","tree service","(208) 944-9258","Jerome, ID 83338-2446","13","Mr. Jon Bryan Henry, Manager","https://www.neuscapesidaho.com/"
